movie_id,user_id,predicted,actual
1,1.0,3.8970027466001635,4.0
1,5.0,4.02207275554974,4.0
1,7.0,3.7895971207966563,4.5
1,15.0,3.9902021554905303,2.5
1,17.0,3.469774372095583,4.5
1,18.0,3.907140172848659,3.5
1,19.0,3.6294146907694635,4.0
1,21.0,3.727722919052232,3.5
1,27.0,3.8575977075469474,3.0
1,31.0,3.304912749118961,5.0
1,32.0,3.973270390364227,3.0
1,33.0,3.792929256817299,3.0
1,40.0,3.90167011781706,5.0
1,43.0,3.7803263184519986,5.0
1,44.0,4.437382395916555,3.0
1,45.0,4.115267427785142,4.0
1,46.0,3.8635636720401227,5.0
1,50.0,4.202271802750873,3.0
1,54.0,4.189713174994638,3.0
1,57.0,3.7908139698750145,5.0
1,63.0,3.815831834028389,5.0
1,64.0,4.203465981773314,4.0
1,66.0,3.713758878186401,4.0
1,68.0,4.055697965965318,2.5
1,71.0,3.5248743282682784,5.0
1,73.0,3.4562364468349656,4.5
1,76.0,3.9598035649043983,0.5
1,78.0,2.664703422729207,4.0
1,82.0,3.4388165104068262,2.5
1,86.0,3.2349666538313944,4.0
1,89.0,3.4355031277360206,3.0
1,90.0,3.52295267782577,3.0
1,91.0,3.2611413677886367,4.0
1,93.0,3.862887345824336,3.0
1,96.0,3.6893212587941693,5.0
1,98.0,3.9369830883852184,4.5
1,103.0,3.8722051979806187,4.0
1,107.0,3.786977396065791,4.0
1,112.0,3.807128185192669,3.0
1,119.0,3.6613004338100827,3.5
1,121.0,3.50753670196351,4.0
1,124.0,3.437813950466384,4.0
1,130.0,3.1697986859293903,3.0
1,132.0,3.4923786883627272,2.0
1,134.0,3.5016615703208047,3.0
1,135.0,3.270863683735445,4.0
1,137.0,3.501536259939925,4.0
1,140.0,3.8015583819547745,3.0
1,141.0,3.430695471137443,4.0
1,144.0,4.127839485865583,3.5
1,145.0,3.5667115903154567,5.0
1,151.0,3.3377319630622075,5.0
1,153.0,4.068169436132484,2.0
1,155.0,3.8092068774682164,3.0
1,156.0,3.553954802443474,4.0
1,159.0,3.9134372367122596,4.5
1,160.0,4.114165189424077,4.0
1,161.0,4.079192546581573,4.0
1,166.0,3.9742921349815927,5.0
1,167.0,4.599757490927627,3.5
1,169.0,4.351177518300722,4.5
1,171.0,4.30481845733545,5.0
1,177.0,4.108459131386523,5.0
1,178.0,4.408963019691524,4.0
1,179.0,4.271978118362331,4.0
1,182.0,4.063342956863436,4.0
1,185.0,4.0029472065652705,4.0
1,186.0,3.9646308112944633,4.0
1,191.0,3.4150599071325387,4.0
1,193.0,4.089825678028682,2.0
1,200.0,4.312199484633305,3.5
1,201.0,3.7414337240628517,5.0
1,202.0,4.248215129875197,4.0
1,206.0,3.768863486515937,5.0
1,213.0,3.5232808024864,3.5
1,214.0,3.690774260527942,3.0
1,216.0,3.8184795616334624,3.0
1,217.0,3.542648048596139,4.0
1,219.0,4.11429582426517,3.5
1,220.0,3.532481668201463,5.0
1,223.0,3.8616090948542343,3.5
1,226.0,3.9867349313226246,3.5
1,229.0,3.8221016562307906,5.0
1,232.0,3.9741756424059136,3.5
1,233.0,4.292527725610545,3.0
1,234.0,3.658275950736285,5.0
1,239.0,4.593779243177502,4.0
1,240.0,4.118041190804793,5.0
1,247.0,4.197951468850212,5.0
1,249.0,4.451028989270052,4.0
1,252.0,4.348255306983075,4.5
1,254.0,4.303856476877662,4.5
1,263.0,3.9668497257127906,4.0
1,264.0,3.8605350477850005,4.0
1,266.0,4.424647506864141,2.0
1,269.0,4.2421286029068135,5.0
1,270.0,4.333716254826235,5.0
1,273.0,4.226840855110505,5.0
1,274.0,4.550213675048816,4.0
1,275.0,4.1623433401755685,5.0
1,276.0,4.34070796455804,4.0
1,277.0,4.173985920265876,4.0
1,279.0,4.307167235469437,3.0
1,280.0,3.8222262909245552,4.5
1,282.0,3.7498003728241804,4.5
1,283.0,4.236957795935929,3.0
1,288.0,3.7278419452567073,4.5
1,290.0,3.848164285520666,4.0
1,291.0,3.81248622895118,4.0
1,292.0,3.637723412394966,4.0
1,293.0,3.891549981699281,3.0
1,298.0,3.9325148319070724,2.0
1,304.0,3.4995926135378377,5.0
1,307.0,3.862479738278052,4.0
1,314.0,3.8259099616815213,3.0
1,322.0,3.731699985075409,3.5
1,323.0,3.7633565718530835,3.5
1,328.0,3.851497474612213,5.0
1,330.0,4.128820866509365,4.0
1,332.0,4.032361308713092,4.0
1,334.0,4.127697432933271,3.5
1,336.0,4.031789030963508,4.0
1,337.0,4.092879528411109,4.0
1,339.0,4.317396591633466,4.0
1,341.0,4.147436554421584,5.0
1,347.0,4.301544212545276,5.0
1,350.0,4.683884491326156,4.0
1,353.0,4.488777703405989,5.0
1,357.0,4.354830077628954,5.0
1,359.0,4.699074460699429,4.0
1,364.0,4.345807088520461,5.0
1,367.0,4.198173089813715,5.0
1,372.0,3.8020029212614292,3.0
1,373.0,3.8308878160869457,3.0
1,378.0,4.139358598007619,4.5
1,380.0,3.9840754792212207,5.0
1,381.0,4.500748129542991,3.5
1,382.0,4.031166912951267,4.5
1,385.0,4.196391974145484,4.0
1,389.0,3.816100203051249,5.0
1,391.0,4.477910573068494,3.0
1,396.0,3.8838771593172488,5.0
1,399.0,3.9928313793605574,4.0
1,401.0,4.096920284590014,3.5
1,411.0,2.9321310988705824,5.0
1,412.0,4.4262409221088514,2.0
1,414.0,3.50316693234703,4.0
1,420.0,3.794311438480017,4.0
1,422.0,3.795141183176458,4.0
1,432.0,4.069754304041687,2.5
1,434.0,3.7471824862035996,4.0
1,436.0,4.0749455850327685,4.0
1,438.0,4.032040119822644,4.5
1,443.0,4.313741008275359,4.0
1,448.0,4.35906040263291,5.0
1,451.0,4.555058622993534,5.0
1,453.0,4.505836415578216,5.0
1,456.0,4.2987939634702785,5.0
1,460.0,3.6394203428402654,4.5
1,462.0,4.4884002199013295,1.5
1,468.0,3.99226804121452,4.0
1,469.0,4.0544086477277,4.0
1,470.0,4.184171538781248,4.0
1,471.0,3.88277883118612,5.0
1,474.0,4.003712871256599,4.0
1,476.0,4.019799825950257,4.0
1,477.0,3.9809458060227407,4.0
1,480.0,4.133636487042817,3.0
1,483.0,4.117630378071673,4.0
1,484.0,3.943060074584014,4.5
1,488.0,3.8543551590674423,4.5
1,490.0,4.130222574268724,3.5
1,492.0,3.9005072181412372,4.0
1,500.0,3.9721083692906842,4.0
1,504.0,3.9649710700247707,4.0
1,509.0,3.8189521113749567,4.0
1,514.0,3.7967819140031978,4.0
1,517.0,3.7368720657092784,4.0
1,522.0,3.8298479875109255,3.0
1,524.0,3.5956792970929095,4.0
1,525.0,3.590632911303463,4.0
1,528.0,3.542640915963712,2.5
1,529.0,3.3414634149104416,3.0
1,533.0,3.5947418524956993,5.0
1,534.0,4.110507298202946,4.0
1,541.0,3.6864069077266133,3.0
1,544.0,3.6372308503716924,3.0
1,550.0,3.8125253618368893,4.0
1,555.0,3.93794492496256,4.0
1,559.0,3.660592297432322,5.0
1,560.0,4.365320172099888,3.0
