movie_id,user_id,predicted,actual
1,1.0,3.9639471416092933,4.0
1,5.0,4.102157360330611,4.0
1,7.0,3.8138010793779413,4.5
1,15.0,4.045454545423898,2.5
1,17.0,3.4183673469350264,4.5
1,18.0,3.8999999998240003,3.5
1,19.0,3.5789473683978534,4.0
1,21.0,3.676470588192041,3.5
1,27.0,3.7798165137404682,3.0
1,31.0,3.1388101983796255,5.0
1,32.0,3.9882139619203625,3.0
1,33.0,3.7780548630822324,3.0
1,40.0,4.0980392156585355,5.0
1,43.0,3.7938144332020407,5.0
1,44.0,4.542857142852244,3.0
1,45.0,4.1724137931557665,4.0
1,46.0,3.8888888888943764,5.0
1,50.0,4.103305785133593,3.0
1,54.0,4.3432835820861735,3.0
1,57.0,3.6548672566789357,5.0
1,63.0,3.9954337899604435,5.0
1,64.0,4.447368420884811,4.0
1,66.0,3.9133522728200423,4.0
1,68.0,4.426966292164437,2.5
1,71.0,3.3746081503914027,5.0
1,73.0,3.2975778545802372,4.5
1,76.0,3.9465408804622277,0.5
1,78.0,2.454545454814683,4.0
1,82.0,3.0891719744808612,2.5
1,86.0,3.0637651821948704,4.0
1,89.0,3.4422110553843845,3.0
1,90.0,3.575757575811907,3.0
1,91.0,3.2500000001145835,4.0
1,93.0,3.907216494838665,3.0
1,96.0,3.7355769230164113,5.0
1,98.0,4.149847094681751,4.5
1,103.0,4.039486673232446,4.0
1,107.0,3.870535714302301,4.0
1,112.0,3.88984088127305,3.0
1,119.0,3.7701638646066638,3.5
1,121.0,3.429515418451099,4.0
1,124.0,3.3333333332821824,4.0
1,130.0,3.0075614368038455,3.0
1,132.0,3.3691588785524273,2.0
1,134.0,3.370370370226566,3.0
1,135.0,3.0746268656576077,4.0
1,137.0,3.3402061855193965,4.0
1,140.0,4.037815126069909,3.0
1,141.0,3.541666666873553,4.0
1,144.0,4.477707006167309,3.5
1,145.0,3.5803571428871677,5.0
1,151.0,3.083175803543626,5.0
1,153.0,4.050724637693062,2.0
1,155.0,3.7159090909110275,3.0
1,156.0,3.4388489210190722,4.0
1,159.0,3.740740740625972,4.5
1,160.0,4.178343949003367,4.0
1,161.0,4.089552238806304,4.0
1,166.0,3.9298245615713556,5.0
1,167.0,4.728323699326563,3.5
1,169.0,4.447368421075137,4.5
1,171.0,4.390359168237904,5.0
1,177.0,4.108267716587622,5.0
1,178.0,4.4507042253235465,4.0
1,179.0,4.233333333370123,4.0
1,182.0,4.146341463426829,4.0
1,185.0,4.0,4.0
1,186.0,3.835390946417145,4.0
1,191.0,3.030612245057928,4.0
1,193.0,4.051724137941885,2.0
1,200.0,4.4586776857495165,3.5
1,201.0,3.7731958762980446,5.0
1,202.0,4.3584672433010825,4.0
1,206.0,3.909825033630102,5.0
1,213.0,3.4444444446380222,3.5
1,214.0,3.575757575819406,3.0
1,216.0,3.7586206896254457,3.0
1,217.0,3.4310344828757433,4.0
1,219.0,4.149635036234176,3.5
1,220.0,3.4814814814658215,5.0
1,223.0,4.16666666667037,3.5
1,226.0,4.0277777777544586,3.5
1,229.0,3.63636363637869,5.0
1,232.0,3.883333333561235,3.5
1,233.0,4.303964757737031,3.0
1,234.0,3.5725806453920392,5.0
1,239.0,4.664967224881091,4.0
1,240.0,4.06603773588179,5.0
1,247.0,4.282958199399602,5.0
1,249.0,4.705357142825632,4.0
1,252.0,4.413145539908369,4.5
1,254.0,4.372740963835139,4.5
1,263.0,3.8280542986233796,4.0
1,264.0,3.7359550562144928,4.0
1,266.0,4.465648855003176,2.0
1,269.0,4.294117646821058,5.0
1,270.0,4.508196721125772,5.0
1,273.0,4.406250000084474,5.0
1,274.0,4.729729729634405,4.0
1,275.0,4.076923076926035,5.0
1,276.0,4.3157894736149585,4.0
1,277.0,4.062500000019532,4.0
1,279.0,4.249999999941406,3.0
1,280.0,3.551724138054399,4.5
1,282.0,3.5774647888831246,4.5
1,283.0,4.264957264862834,3.0
1,288.0,3.730337078614063,4.5
1,290.0,3.9086538460962923,4.0
1,291.0,3.791999999912608,4.0
1,292.0,3.585714285733061,4.0
1,293.0,3.8656716417312316,3.0
1,298.0,3.9583952451792976,2.0
1,304.0,3.3228962817522265,5.0
1,307.0,3.8276553105128,4.0
1,314.0,4.096971881768348,3.0
1,322.0,3.6978021979108497,3.5
1,323.0,3.7373225153326652,3.5
1,328.0,3.7922077921789508,5.0
1,330.0,4.178321678265282,4.0
1,332.0,4.000000000036765,4.0
1,334.0,3.9999999999999996,3.5
1,336.0,3.9781021898042117,4.0
1,337.0,4.036496350385316,4.0
1,339.0,4.23863636359475,4.0
1,341.0,4.075614366739781,5.0
1,347.0,4.436974789939,5.0
1,350.0,4.892307692291755,4.0
1,353.0,4.503759398517149,5.0
1,357.0,4.4797687861888305,5.0
1,359.0,4.899244332473308,4.0
1,364.0,4.263157894680884,5.0
1,367.0,4.072072072030349,5.0
1,372.0,3.711340206555226,3.0
1,373.0,3.600509832788695,3.0
1,378.0,4.063218390717114,4.5
1,380.0,3.939024390318709,5.0
1,381.0,4.588235294026385,3.5
1,382.0,4.120320855782114,4.5
1,385.0,4.270833333319397,4.0
1,389.0,3.7000000001003848,5.0
1,391.0,4.685138538989059,3.0
