rating_user_id,movieId,rating,predicted
432,77866,4.5,3.184864103
288,474,3,3.722463422
599,4351,3,3.074792851
42,2987,4,3.733030224
75,1610,4,3.736022007
51,177,4,2.855219036
354,51662,3.5,3.597570556
416,750,4.5,3.211044269
438,6503,0.5,2.390635463
73,8641,3.5,3.967995512
567,1203,4.5,3.459422753
391,1179,4,3.706481518
380,111362,5,4.030710893
305,55276,5,4.231228434
409,3868,4,3.322104022
307,6957,3.5,3.340902491
274,26736,4.5,
125,6952,3,2.683870743
561,1278,3.5,3.866749253
68,6953,2.5,3.371786655
525,50872,3.5,3.838775371
414,3847,2,
6,587,5,3.593068796
601,48394,4,4.173399382
325,32,4,3.949890892
82,5065,3,3.298612411
16,204,2,2.41674708
542,4816,1.5,3.276010728
32,39,3,3.174269312
140,2682,4,4
182,5643,3,3.610381879
89,42761,4.5,
359,541,1.5,3.852121439
183,1408,4,4.152941805
111,119155,3.5,3.542875521
80,2513,4,2.196755771
448,117590,2,3.767824101
514,1258,4,4.15303205
68,1101,3.5,3.066106727
325,80,4,4
509,1588,3.5,3.194289097
131,31,3,3.177864621
45,2355,5,3.915847374
156,3167,3,3
440,1199,4.5,4.349603044
312,5065,3,2.911966292
57,2102,4,1
603,2020,4,3.893564369
337,778,4,4.068661526
116,356,4,4.119010584
122,63113,4.5,4.126309552
201,185,3,3.609944764
167,318,5,4.363700297
139,60072,1.5,3.436055085
68,628,3.5,3.511807845
16,293,4,3.755552914
448,99992,3,
450,1073,4,4.385124444
178,380,4,3.564872626
599,59369,2.5,3.477440345
581,4226,4.5,4.238198392
215,1347,0.5,3.093628268
610,4228,3,1.843749019
81,288,3,2.766018663
414,2120,2,2
340,185,3,3.790460543
323,111443,2.5,
232,586,3,2.890517949
186,3740,3,4.19178006
28,1245,3.5,3.934370431
195,4067,4,2.532572681
414,86190,4,3.251365341
596,141131,2.5,
561,1394,4,4.215474986
602,448,3,3.460836221
202,2983,4,
195,553,4,3.838542641
200,44761,5,3.506245734
387,5296,1.5,2.850327421
514,104841,3,3.552791493
510,2710,1,2.626476711
290,2385,3,2
221,446,4.5,3.394882498
598,7361,5,3.885231147
596,4014,3.5,3.518191631
414,157699,4,3.534604081
34,31685,2,3.558296251
62,2115,4.5,3.823554492
448,105211,3.5,2.5
137,1242,4,4.05919506
438,2642,3,2.403210627
606,47538,2.5,
352,51662,4,3.791094013
572,3093,5,3
129,4878,2.5,4.001532693
279,164179,4,3.938584673
428,6365,3,2.663190283
152,858,5,4.074539604
328,1198,5,3.938574464
427,435,3,2.209820189
367,3751,5,3.669496931
599,97306,3,3.083270771
525,98243,3,3.770888649
111,78174,1.5,
42,2735,4,2.840573768
606,2677,4,5
560,6863,3,3.427426902
19,422,3,2.690234979
51,3363,4.5,4.035367834
474,381,2.5,3.951641415
68,2096,3,3.177424518
189,7153,4,4.251268525
599,93723,1.5,
556,41566,3.5,4.02378902
596,3623,2.5,2.695186737
387,778,4.5,3.897259463
3,2090,0.5,3.02340431
1,3740,4,4.287465487
73,99106,1.5,3.5
217,357,3,3.219867947
438,43928,0.5,2.057823809
282,55765,4,4.126594001
310,1247,4.5,4.048340184
448,122924,2,2.74749895
91,2990,2,3.194965286
103,4848,5,4.109472431
380,3156,4,2.823701068
566,552,4,3.391250612
298,77561,3.5,3.072394874
599,31921,2.5,
381,4226,4.5,4.224867768
292,2376,4,3.687678489
43,596,5,4.175628253
50,127146,3,
46,185,4,3.80224166
564,119141,4.5,3.787987729
89,117590,4,3.714036516
217,1963,1,3.502946387
140,3107,3,3.269548535
125,4738,4,4
274,74532,2.5,2.910207106
382,1702,3.5,3.416198483
560,122890,3.5,3.80986387
48,1527,4,4.023669655
338,183897,1.5,3.934020481
567,162606,1,2.661491399
475,122882,4.5,4.109420685
290,2772,3,2.689051982
7,8665,3.5,3.735347252
282,1704,4.5,4.29753032
6,26,4,3.204107014
599,66171,2.5,3.5
610,46970,4,3.305513106
469,733,3,3.818893252
256,39183,2,3.463050143
312,3863,3,2.906689432
132,7034,3,3.442134038
480,8861,2,3.123274661
414,82202,3,1.995023445
274,5804,2.5,
217,3363,3,3.778023181
387,356,4,3.990211947
227,81845,3.5,4.114314626
226,2011,4,3.641767382
368,1957,4,4.378157513
587,380,4,3.756460242
488,7139,2.5,4.191532411
135,231,2,3.202077981
535,2539,3,3.453062632
529,653,4,2.993456775
62,6058,3.5,2.982996262
448,80590,2,
14,592,2,3.358313403
368,1210,4,3.964821163
534,3483,4.5,3.438627576
221,4128,3.5,3.758065271
29,56174,4,3.592057865
474,4034,4.5,3.944859235
448,7319,3,1.842681454
21,7569,4.5,4.179611976
43,231,3,3.885974492
112,25,2.5,3.705717887
414,3127,2,3.159798028
352,38038,3,3.893513581
502,3147,5,4.095331538
339,4848,5,4.078100748
19,2723,5,2.835872476
45,784,4,2.990865888
368,3272,3,3.435485488
27,1148,5,4.165031423
608,5452,1,1.98125589
125,70286,4,3.883159272
187,2700,4.5,4.140670775
606,8454,3.5,
551,112183,0.5,3.795952068
111,3988,3.5,2.894509464
285,474,3.5,4.16293167
370,4014,3,3.522609743
414,4103,5,3.977424318
474,1223,4.5,4.05663331
481,1653,3,3.775131211
606,1093,4,3.603493223
379,349,4,3.803457703
212,96079,4,3.697906094
160,4979,4.5,3.540348606
121,597,3,3.563887478
274,3285,2,3.167650819
437,527,5,4.448295198
577,494,3,3.295767418
414,97304,4,3.962958661
608,110,4,3.886353483
562,4135,5,
477,2450,0.5,2.523920394
213,1240,4,4.096276515
590,8807,2.5,3.264106521
259,4886,4,2.248372743
222,59014,2,3.5
606,6874,4.5,3.925281774
140,1252,3.5,4.220687162
606,3426,4,2.862032606
298,48780,2,4.125826453
599,47,4,3.690836642
305,107314,2.5,
28,44204,3,3.15604346
105,750,4,4.430401615
309,1263,3,3.83372764
567,104944,3.5,4
217,2733,2,2
